ФИО аудитора ПАБ;Должность (профессия) аудитора ПАБ;Дата проведения ПАБ;Стаж аудитора ПАБ в занимаемой должности (профессии), лет;Возраст аудитора ПАБ, лет;Продолжительность междувахтового отдыха аудитора ПАБ, предшествующего вахте (в днях);Продолжительность вахты аудитора ПАБ, дней;Нахождение на рабочей вахте аудитора ПАБ после прилёта в день проведения ПАБ (в днях);ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Количество_выявленных_опасных_действий;;;num
6;2;22.07.2024;8;37;31;30;13;48;2;10;4;35;2;34;27;0;3;26,47;3;2,681;2;30;1;7;0;0;0;;;384
6;2;22.07.2024;8;37;31;30;13;140;2;2;2;23;1;34;49;4;3;26,23;3;2,504;1;11;0;7;0;0;0;;;385
6;2;21.07.2024;8;37;31;30;12;48;2;10;4;35;2;34;27;0;3;26,47;3;2,681;2;29;1;7;0;0;0;;;386
6;2;21.07.2024;8;37;31;30;12;143;2;6;4;28;2;34;63;6;3;27,7;3;2,619;2;10;0;7;0;0;0;;;387
6;2;20.07.2024;8;37;31;30;11;140;2;2;2;23;1;34;49;4;3;26,23;3;2,504;1;9;0;7;0;0;0;;;388
6;2;20.07.2024;8;37;31;30;11;198;3;11;4;49;4;28;33;-19;2;21,22;2;2,706;2;9;0;7;0;0;0;;;389
2;11;24.07.2024;23;46;56;36;15;93;4;18;5;44;3;30;31;-9;3;26,58;3;2,807;2;8;0;7;0;0;0;;;390
2;11;18.07.2024;23;46;56;36;9;25;4;3;2;38;3;36;25;-6;3;25,86;3;2,7;2;8;0;7;0;0;0;;;391
16;7;26.07.2024;8;43;35;32;3;131;4;34;6;54;4;45;62;3;3;30,86;3;3,073;2;33;1;7;0;0;0;;;392
10;2;22.07.2024;1;33;29;32;30;107;2;3;2;27;2;32;66;2;3;22,92;2;2,456;1;20;0;7;0;0;0;;;393
10;2;23.07.2024;1;33;29;32;31;107;2;3;2;27;2;32;66;2;3;22,92;2;2,456;1;21;0;7;0;0;0;;;394
43;10;25.07.2024;33;55;59;33;3;106;3;30;5;48;4;50;42;-10;3;26,3;3;2,854;2;18;0;7;0;0;0;;;395
12;2;26.07.2024;9;38;28;33;19;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;16;0;7;0;0;1;;;396
12;2;26.07.2024;9;38;28;33;19;27;5;7;4;38;3;48;71;-31;1;24,2;2;2,669;2;2;0;7;0;0;1;;;397
33;8;27.07.2024;20;39;32;29;1;140;2;2;2;23;1;34;49;4;3;26,23;3;2,504;1;16;0;7;0;0;0;;;398
33;8;27.07.2024;20;39;32;29;1;124;2;12;4;37;3;46;31;6;3;27,78;3;2,745;2;3;0;7;0;0;0;;;399
9;2;27.07.2024;3;31;31;30;3;124;2;12;4;37;3;46;31;6;3;27,78;3;2,745;2;3;0;7;0;0;0;;;400
15;5;27.07.2024;16;53;38;48;35;95;7;17;5;39;3;28;27;-37;1;28,68;3;2,8;2;16;0;7;0;0;0;;;401
15;5;27.07.2024;16;53;38;48;35;32;7;5;3;26;2;30;29;-5;3;22,92;2;2,442;1;17;0;7;0;0;0;;;402
15;5;27.07.2024;16;53;38;48;35;28;7;5;3;27;2;45;59;-5;3;28,08;3;2,614;2;18;0;7;0;0;0;;;403
42;3;25.07.2024;4;34;44;28;35;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;3;0;7;0;0;0;;;404
42;3;25.07.2024;4;34;44;28;35;106;3;30;5;48;4;50;42;-10;3;26,3;3;2,854;2;18;0;7;0;0;0;;;405
42;3;16.07.2024;4;34;44;28;35;44;3;23;5;43;3;32;90;3;3;23,2;2;2,671;2;24;0;7;0;0;0;;;406
42;3;16.07.2024;4;34;44;28;35;91;3;17;5;38;3;29;32;-7;3;22,86;2;2,624;2;22;0;7;0;0;0;;;407
38;4;19.07.2024;1;40;31;30;11;155;4;6;4;31;2;32;60;-2;3;23,7;2;2,521;1;5;0;7;0;0;0;;;408
18;6;29.07.2024;1;38;31;30;5;39;2;24;5;45;3;46;40;-4;3;26,73;3;2,83;2;5;0;7;0;0;0;;;409
20;6;19.07.2024;14;47;32;29;26;171;2;15;4;47;4;43;60;-9;3;25,11;3;2,804;2;5;0;7;0;0;0;;;410
18;6;30.07.2024;1;38;31;30;6;39;2;24;5;45;3;46;40;-4;3;26,73;3;2,83;2;6;0;7;0;0;0;;;411
43;10;31.07.2024;33;55;59;33;9;192;3;6;4;24;1;18;35;-7;3;20,45;2;2,338;1;6;0;7;0;0;0;;;412
29;5;27.07.2024;4;40;41;31;1;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;4;0;7;0;0;0;;;413
29;5;31.07.2024;4;40;41;31;5;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;21;0;7;0;0;0;;;414
29;5;31.07.2024;4;40;41;31;5;27;5;7;4;38;3;48;71;-31;1;24,2;2;2,669;2;7;0;7;0;0;0;;;415
38;4;01.08.2024;1;40;31;30;24;131;4;34;6;54;4;45;62;3;3;30,86;3;3,073;2;39;1;8;0;0;0;;;416
16;7;02.08.2024;8;43;35;32;10;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;24;0;8;0;0;1;;;417
16;7;02.08.2024;8;43;35;32;10;25;4;3;2;38;3;36;25;-6;3;25,86;3;2,7;2;23;0;8;0;0;1;;;418
16;7;02.08.2024;8;43;35;32;10;59;4;15;4;45;3;39;53;-1;3;24,44;2;2,753;2;18;0;8;0;0;1;;;419
16;7;02.08.2024;8;43;35;32;10;107;2;3;2;27;2;32;66;2;3;22,92;2;2,456;1;31;1;8;0;0;1;;;420
12;2;02.08.2024;9;38;28;33;26;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;11;0;8;0;0;1;;;421
12;2;02.08.2024;9;38;28;33;26;212;3;24;5;45;3;28;41;4;3;27,78;3;2,857;2;22;0;8;0;0;1;;;422
15;5;02.08.2024;16;53;38;48;41;79;7;24;5;48;4;41;49;-6;3;34,72;3;3,9;4;19;0;8;0;0;0;;;423
15;5;02.08.2024;16;53;38;48;41;87;7;23;5;56;5;24;37;-12;2;27,47;3;3,002;2;24;0;8;0;0;0;;;424
15;5;03.08.2024;16;53;38;48;42;29;7;31;6;55;4;36;62;-8;3;29,83;3;3,06;2;25;0;8;0;0;0;;;425
42;3;02.08.2024;4;34;28;35;26;193;3;8;4;29;2;32;28;-10;3;24,69;2;2,543;1;24;0;8;0;0;0;;;426
42;3;01.08.2024;4;34;28;35;25;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;10;0;8;0;0;0;;;427
29;5;02.08.2024;4;40;41;31;7;133;5;23;5;55;4;46;71;10;3;25,8;3;2,943;2;9;0;8;0;0;0;;;428
29;5;02.08.2024;4;40;41;31;7;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;10;0;8;0;0;0;;;429
38;4;01.08.2024;1;40;31;30;24;175;4;12;4;51;4;45;47;1;3;32,72;3;3,085;2;24;0;8;0;0;0;;;430
2;11;01.08.2024;23;46;56;36;23;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;6;0;8;0;0;0;;;431
2;11;01.08.2024;23;46;56;36;23;25;4;3;2;38;3;36;25;-6;3;25,86;3;2,7;2;22;0;8;0;0;0;;;432
2;11;01.08.2024;23;46;56;36;23;200;4;24;5;55;4;32;26;4;3;29,4;3;3,042;2;23;0;8;0;0;0;;;433
2;11;01.08.2024;23;46;56;36;23;93;4;18;5;44;3;30;31;-9;3;26,58;3;2,807;2;16;0;8;0;0;0;;;434
2;11;02.08.2024;23;46;56;36;24;59;4;15;4;45;3;39;53;-1;3;24,44;2;2,753;2;18;0;8;0;0;0;;;435
2;11;02.08.2024;23;46;56;36;24;25;4;3;2;38;3;36;25;-6;3;25,86;3;2,7;2;23;0;8;0;0;0;;;436
43;10;12.08.2024;33;55;59;33;21;207;3;22;5;57;5;39;42;-18;2;27,76;3;3,011;2;5;0;8;0;0;0;;;437
43;10;12.08.2024;33;55;59;33;21;106;3;30;5;48;4;50;42;-10;3;26,3;3;2,854;2;36;1;8;0;0;0;;;438
9;2;15.08.2024;3;31;30;31;22;124;2;12;4;37;3;46;31;6;3;27,78;3;2,745;2;22;0;8;0;0;0;;;439
49;4;12.08.2024;15;54;32;30;4;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;34;1;8;0;0;0;;;440
49;4;12.08.2024;15;54;32;30;4;25;4;3;2;38;3;36;25;-6;3;25,86;3;2,7;2;33;1;8;0;0;0;;;441
49;4;15.08.2024;15;54;32;30;7;167;4;24;5;46;4;36;56;7;3;30,86;3;2,961;2;6;0;8;0;0;0;;;442
49;4;15.08.2024;15;54;32;30;7;59;4;15;4;45;3;39;53;-1;3;24,44;2;2,753;2;31;1;8;0;0;0;;;443
43;10;20.08.2024;33;55;59;33;29;213;3;10;4;29;2;35;41;6;3;28,01;3;2,628;2;29;1;8;0;0;0;;;444
30;5;11.08.2024;16;52;44;39;4;126;7;21;5;41;3;34;33;-23;2;38,53;3;3,17;3;31;1;8;0;0;0;;;445
30;5;11.08.2024;16;52;44;39;4;112;7;22;5;46;4;30;32;-30;1;37,18;3;3,109;3;2;0;8;0;0;0;;;446
30;5;13.08.2024;16;52;44;39;6;29;7;31;6;55;4;36;62;-8;3;29,83;3;3,06;2;35;1;8;0;0;0;;;447
30;5;13.08.2024;16;52;44;39;6;28;7;5;3;27;2;45;59;-5;3;28,08;3;2,614;2;35;1;8;0;0;0;;;448
30;5;19.08.2024;16;52;44;39;12;153;7;24;5;53;4;30;32;-17;2;27,77;3;2,969;2;4;0;8;0;0;0;;;449
30;5;19.08.2024;16;52;44;39;12;123;7;30;5;52;4;28;26;-9;3;25,66;3;2,878;2;11;0;8;0;0;0;;;450
30;5;19.08.2024;16;52;44;39;12;28;7;5;3;27;2;45;59;-5;3;28,08;3;2,614;2;41;1;8;0;0;0;;;451
30;5;21.08.2024;16;52;44;39;12;123;7;30;5;52;4;28;26;-9;3;25,66;3;2,878;2;13;0;8;0;0;0;;;452
39;3;20.08.2024;16;52;32;30;11;213;3;10;4;29;2;35;41;6;3;28,01;3;2,628;2;29;1;8;0;0;0;;;453
39;3;20.08.2024;16;52;32;30;11;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;29;1;8;0;0;0;;;454
39;3;20.08.2024;16;52;32;30;12;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;30;1;8;0;0;0;;;455
36;9;23.08.2024;15;50;32;26;8;43;5;15;4;52;4;46;46;5;3;24,76;2;2,851;2;31;1;8;0;0;0;;;456
36;9;21.08.2024;15;50;32;26;6;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;29;1;8;0;0;0;;;457
17;2;23.08.2024;3;30;32;45;14;167;4;24;5;46;4;36;56;7;3;30,86;3;2,961;2;14;0;8;0;0;0;;;458
17;2;23.08.2024;3;30;32;45;14;119;4;27;5;50;4;33;93;13;4;26,42;3;2,891;2;8;0;8;0;0;0;;;459
17;2;23.08.2024;3;30;32;45;14;183;4;1;1;23;1;33;38;1;3;21,98;2;2,364;1;1;0;8;0;0;0;;;460
17;2;19.08.2024;3;30;32;45;10;130;2;4;3;30;2;33;29;-3;3;22,88;2;2,508;1;12;0;8;0;0;2;;;461
17;2;19.08.2024;3;30;32;45;10;60;4;6;4;38;3;28;26;9;3;30,78;3;2,826;2;35;1;8;0;0;2;;;462
17;2;19.08.2024;3;30;32;45;10;164;4;15;4;39;3;29;57;-2;3;26,2;3;2,728;2;8;0;8;0;0;2;;;463
18;6;22.08.2024;1;38;31;30;6;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;39;1;8;0;0;0;;;464
33;8;22.08.2024;20;39;32;29;27;42;2;2;2;23;1;28;35;-4;3;19,44;2;2,292;1;14;0;8;0;0;0;;;465
33;8;29.07.2024;20;39;32;29;3;143;2;6;4;28;2;43;33;6;3;27,7;3;2,619;2;18;0;7;0;0;0;;;466
20;6;26.08.2024;14;47;32;30;3;39;2;24;5;45;3;46;40;-4;3;26,73;3;2,83;2;33;1;8;0;0;0;;;467
20;6;26.08.2024;14;47;32;30;3;202;2;24;5;55;4;30;32;3;3;23,45;2;2,848;2;2;0;8;0;0;0;;;468
20;6;24.08.2024;14;47;32;30;1;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;41;1;8;0;0;0;;;469
20;6;24.08.2024;14;47;32;30;1;172;2;3;2;32;2;31;73;-3;3;32.40;3;2,828;2;18;0;8;0;0;0;;;470
5;1;31.08.2024;8;53;26;42;11;119;4;27;5;50;4;33;93;13;4;26,42;3;2,891;2;16;0;8;0;0;0;;;471
5;1;31.08.2024;8;53;26;42;11;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;36;1;8;0;0;0;;;472
6;2;05.08.2024;8;37;31;30;27;143;2;6;4;28;2;43;33;6;3;27,7;3;2,619;2;25;0;8;0;0;0;;;473
10;2;29.08.2024;1;33;16;46;20;90;2;5;3;24;1;30;32;-6;3;20,81;2;2,347;1;20;0;8;0;0;0;;;474
51;12;17.08.2024;34;55;63;28;4;153;7;24;5;53;4;30;32;-17;2;27,77;3;2,969;2;2;0;8;0;0;0;;;475
51;12;17.08.2024;34;55;63;28;4;123;7;30;5;52;4;28;26;-9;3;25,66;3;2,878;2;9;0;8;0;0;0;;;476
36;9;03.09.2024;15;50;32;26;19;133;5;23;5;55;4;46;71;10;3;25,8;3;2,943;2;41;1;9;0;0;0;;;477
39;3;02.09.2024;16;52;32;30;11;91;3;17;5;39;3;29;32;-7;3;22,86;2;2,624;2;18;0;9;0;0;0;;;478
39;3;02.09.2024;16;52;32;30;24;94;3;1;1;24;1;45;62;-1;3;29,39;3;2,608;2;25;0;9;0;0;0;;;479
30;5;04.09.2024;16;52;44;39;28;210;7;34;6;56;5;28;63;-10;3;30,11;3;3,06;2;22;0;9;0;0;0;;;480
30;5;04.09.2024;16;52;44;39;28;123;7;30;5;52;4;28;26;-9;3;25,66;3;2,878;2;27;1;9;0;0;0;;;481
39;3;06.09.2024;16;52;32;30;28;144;3;29;5;50;4;32;36;-3;3;26.23;3;2.882;4;23;0;9;0;0;0;;;482
39;3;06.09.2024;16;52;32;30;28;214;3;29;5;48;4;43;51;-10;3;25,71;3;2,84;2;23;0;9;0;0;0;;;483
17;2;06.09.2024;3;30;32;45;28;144;3;29;5;50;4;32;36;-3;3;26.23;3;2.882;4;23;0;9;0;0;0;;;484
17;2;06.09.2024;3;30;32;45;28;214;3;29;5;48;4;43;51;-10;3;25,71;3;2,84;2;23;0;9;0;0;0;;;485
17;2;06.09.2024;3;30;32;45;28;43;5;15;4;52;4;46;46;5;3;24,76;2;2,851;2;45;1;9;0;0;0;;;486
17;2;06.09.2024;3;30;32;45;28;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;45;1;9;0;0;0;;;487
51;12;06.09.2024;34;55;63;28;24;153;7;24;5;53;4;30;32;-17;2;27,77;3;2,969;2;22;0;9;0;0;0;;;488
51;12;06.09.2024;34;55;63;28;24;112;7;22;5;46;4;30;32;-30;1;37,18;3;3,109;3;28;1;9;0;0;0;;;489
20;6;06.09.2024;14;47;32;30;14;39;2;24;5;45;3;46;40;-4;3;26,73;3;2,83;2;44;1;9;0;0;0;;;490
20;6;06.09.2024;14;47;32;30;14;186;2;13;4;41;3;30;32;11;4;29,67;3;2,841;2;22;0;9;0;0;0;;;491
20;6;09.09.2024;14;47;32;30;17;81;2;23;5;45;3;30;77;-18;2;24,62;2;2,753;2;17;0;9;0;0;0;;;492
20;6;09.09.2024;14;47;32;30;17;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;16;0;9;0;0;0;;;493
30;5;09.09.2024;16;52;44;39;33;74;7;18;5;41;3;31;31;-28;2;29.74;3;2.841;4;29;1;9;0;0;0;;;494
30;5;09.09.2024;16;52;44;39;33;210;7;34;6;56;5;28;63;-10;3;30,11;3;3,06;2;27;1;9;0;0;0;;;495
30;5;09.09.2024;16;52;44;39;33;86;7;18;5;37;3;31;46;-25;2;26,79;3;2,718;2;14;0;9;0;0;0;;;496
47;5;27.08.2024;13;41;31;46;1;180;5;15;4;50;4;26;32;0;3;25,5;3;2,864;2;12;0;8;0;0;0;;;497
47;5;27.08.2024;13;41;31;46;1;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;35;1;8;0;0;0;;;498
47;5;28.08.2024;13;41;31;46;2;180;5;15;4;50;4;26;32;0;3;25,5;3;2,864;2;13;0;8;0;0;0;;;499
47;5;28.08.2024;13;41;31;46;2;148;5;13;4;52;4;46;31;-4;3;23.32;3;2.838;4;36;1;8;0;0;0;;;500
47;5;08.09.2024;13;41;31;46;13;180;5;15;4;50;4;26;32;0;3;25,5;3;2,864;2;24;0;9;0;0;0;;;501
47;5;08.09.2024;13;41;31;46;13;149;5;11;4;36;3;31;60;-13;2;25.28;3;2,659;2;1;0;9;0;0;0;;;502
47;5;09.09.2024;13;41;31;46;14;180;5;15;4;50;4;26;32;0;3;25,5;3;2,864;2;25;0;9;0;0;0;;;503
47;5;09.09.2024;13;41;31;46;14;149;5;11;4;36;3;31;60;-13;2;25.28;3;2,659;2;1;0;9;0;0;0;;;504
38;4;16.09.2024;1;40;32;29;6;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;6;0;9;0;0;0;;;505
6;2;18.09.2024;8;37;31;30;9;15;2;8;4;32;2;30;45;2;3;26,32;3;2,616;2;25;0;9;0;0;0;;;506
6;2;18.09.2024;8;37;31;30;9;48;2;10;4;35;2;46;46;0;3;26,47;3;2,681;2;8;0;9;0;0;0;;;507
6;2;19.09.2024;8;37;31;30;10;15;2;8;4;32;2;30;45;2;3;26,32;3;2,616;2;26;1;9;0;0;0;;;508
6;2;19.09.2024;8;37;31;30;10;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;9;0;9;0;0;0;;;509
49;4;05.09.2024;15;54;32;30;28;119;4;27;5;50;4;33;93;13;4;26,42;3;2,891;2;21;0;9;0;0;0;;;510
42;3;10.09.2024;4;34;27;34;3;214;3;29;5;48;4;43;51;-10;3;25,71;3;2,84;2;27;1;9;0;0;0;;;511
42;3;18.09.2024;4;34;27;34;11;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;26;1;9;0;0;0;;;512
10;2;22.09.2024;1;33;16;46;44;57;2;4;3;36;3;38;63;5;3;25,5;3;2,668;2;12;0;9;0;0;0;;;513
10;2;22.09.2024;1;33;16;46;44;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;7;0;9;0;0;0;;;514
10;2;23.09.2024;1;33;16;46;45;83;2;10;4;32;2;34;90;-1;3;23,45;2;2,549;1;16;0;9;0;0;0;;;515
12;2;24.09.2024;9;38;28;33;26;150;1;2;2;31;2;44;78;3;3;29.74;3;2.715;4;16;0;9;0;0;1;;;516
12;2;24.09.2024;9;38;28;33;26;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;14;0;9;0;0;1;;;517
5;1;24.09.2024;8;53;26;42;35;68;1;4;3;35;2;32;27;2;3;26,44;3;2,69;2;17;0;9;0;0;1;;;518
5;1;24.09.2024;8;53;26;42;35;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;14;0;9;0;0;1;;;519
14;8;26.09.2024;30;56;48;44;18;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;4;0;9;0;0;0;;;520
14;8;26.09.2024;30;56;48;44;18;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;11;0;9;0;0;0;;;521
14;8;19.09.2024;30;56;48;44;11;202;2;24;5;55;4;30;32;3;3;23,45;2;2,848;2;26;1;9;0;0;0;;;522
14;8;19.09.2024;30;56;48;44;11;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;26;1;9;0;0;0;;;523
14;8;15.09.2024;30;56;48;44;5;186;2;13;4;41;3;30;32;11;4;29,67;3;2,841;2;29;1;9;0;0;0;;;524
14;8;15.09.2024;30;56;48;44;5;202;2;24;5;55;4;30;32;3;3;23,45;2;2,848;2;20;0;9;0;0;0;;;525
15;5;25.09.2024;16;53;36;31;11;29;7;31;6;55;4;29;32;-8;3;29,83;3;3,06;2;10;0;9;0;0;0;;;526
15;5;25.09.2024;16;53;36;31;11;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;17;0;9;0;0;0;;;527
15;5;26.09.2024;16;53;36;31;12;126;7;21;5;42;3;27;28;-23;2;38,53;3;3,17;3;15;0;9;0;0;0;;;528
15;5;26.09.2024;16;53;36;31;12;99;7;5;3;28;2;47;32;-13;2;27,68;3;2,605;2;2;0;9;0;0;0;;;529
9;2;26.09.2024;3;31;32;29;2;57;2;4;3;36;3;38;63;5;3;25,5;3;2,668;2;11;0;9;0;0;0;;;530
16;7;30.09.2024;8;43;33;35;4;57;2;4;3;36;3;38;63;5;3;25,5;3;2,668;2;15;0;9;0;0;1;;;531
16;7;30.09.2024;8;43;33;35;4;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;20;0;9;0;0;1;;;532
12;2;28.09.2024;9;38;44;32;6;88;5;8;4;56;5;33;65;-31;1;25,76;3;2,957;2;17;0;9;0;0;0;;;533
12;2;28.09.2024;9;38;44;32;6;118;5;17;5;43;3;32;58;-32;1;26,8;3;2,788;2;21;0;9;0;0;0;;;534
51;12;02.09.2024;34;55;63;28;20;153;7;24;5;53;4;30;32;-17;2;27,77;3;2,969;2;18;0;9;0;0;0;;;535
51;12;02.09.2024;34;55;63;28;20;123;7;30;5;52;4;28;26;-9;3;25,66;3;2,878;2;25;0;9;0;0;0;;;536
33;8;01.10.2024;20;39;33;28;5;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;8;0;10;0;0;0;;;537
18;6;26.09.2024;1;38;32;29;2;66;2;30;5;56;5;44;48;-29;2;27,74;3;3,011;2;18;0;9;0;0;0;;;538
18;6;26.09.2024;1;38;32;29;2;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;11;0;9;0;0;0;;;539
18;6;30.09.2024;1;38;32;29;6;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;8;0;9;0;0;0;;;540
18;6;30.09.2024;1;38;32;29;6;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;15;0;9;0;0;0;;;541
38;4;01.10.2024;1;40;32;29;23;165;4;25;5;46;4;42;61;-9;3;24,21;2;2,758;2;17;0;10;0;0;0;;;542
42;3;02.10.2024;4;34;27;34;25;44;3;23;5;43;3;40;52;3;3;23,2;2;2,671;2;18;0;10;0;0;0;;;543
6;2;05.10.2024;8;37;32;29;26;48;2;10;4;35;2;46;46;0;3;26,47;3;2,681;2;25;0;10;0;0;0;;;544
6;2;05.10.2024;8;37;32;29;26;107;2;3;2;27;2;31;56;2;3;22,92;2;2,456;1;7;0;10;0;0;0;;;545
18;6;02.10.2024;1;38;32;29;8;66;2;30;5;56;5;44;48;-29;2;27,74;3;3,011;2;24;0;10;0;0;0;;;546
18;6;02.10.2024;1;38;32;29;8;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;17;0;10;0;0;0;;;547
18;6;05.10.2024;1;38;32;29;11;66;2;30;5;56;5;44;48;-29;2;27,74;3;3,011;2;27;1;10;0;0;0;;;548
18;6;05.10.2024;1;38;32;29;11;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;20;0;10;0;0;0;;;549
12;2;03.10.2024;9;38;44;32;11;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;23;0;10;0;0;0;;;550
12;2;03.10.2024;9;38;44;32;11;60;4;6;4;38;3;23;23;9;3;30,78;3;2,826;2;18;0;10;0;0;0;;;551
47;5;01.10.2024;13;41;31;46;36;88;5;8;4;56;5;33;65;-31;1;25,76;3;2,957;2;20;0;10;0;0;0;;;552
47;5;01.10.2024;13;41;31;46;36;118;5;17;5;43;3;32;58;-32;1;26,8;3;2,788;2;24;0;10;0;0;0;;;553
15;5;09.10.2024;16;53;36;31;25;29;7;31;6;56;5;29;32;-8;3;29,83;3;3,06;2;24;0;10;0;0;0;;;554
15;5;09.10.2024;16;53;36;31;25;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;28;1;10;0;0;0;;;555
14;8;02.10.2024;30;56;48;44;24;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;10;0;10;0;0;0;;;556
14;8;02.10.2024;30;56;48;44;24;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;15;0;10;0;0;0;;;557
14;8;05.10.2024;30;56;48;44;27;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;20;0;10;0;0;0;;;558
14;8;05.10.2024;30;56;48;44;27;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;13;0;10;0;0;0;;;559
14;8;11.10.2024;30;56;48;44;33;137;2;17;5;40;3;38;67;-1;3;33,39;3;2,953;2;26;1;10;0;0;0;;;560
14;8;11.10.2024;30;56;48;44;33;186;2;13;4;41;3;30;25;11;4;29,67;3;2,841;2;2;0;10;0;0;0;;;561
33;8;16.10.2024;20;39;33;28;20;124;2;12;4;37;3;30;31;6;3;27,78;3;2,745;2;7;0;10;0;0;0;;;562
33;8;16.10.2024;20;39;33;28;20;48;2;10;4;35;2;46;46;0;3;26,47;3;2,681;2;36;1;10;0;0;0;;;563
2;11;22.10.2024;23;46;56;32;13;59;4;15;4;45;3;45;35;-1;3;24,44;2;2,753;2;28;1;10;0;0;0;;;564
2;11;22.10.2024;23;46;56;32;13;119;4;27;5;50;4;32;28;13;4;26,42;3;2,891;2;7;0;10;0;0;0;;;565
2;11;14.10.2024;23;46;56;32;5;53;4;6;4;39;3;44;48;-9;3;24,04;2;2,656;2;35;1;10;0;0;0;;;566
2;11;14.10.2024;23;46;56;32;5;93;4;18;5;44;3;28;40;-9;3;26,58;3;2,807;2;20;0;10;0;0;0;;;567
36;9;17.10.2024;15;50;35;30;2;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;10;0;10;0;0;0;;;568
29;5;17.10.2024;4;40;42;50;10;180;5;15;4;50;4;30;35;0;3;25,5;3;2,864;2;2;0;10;0;0;0;;;569
49;4;17.10.2024;15;54;31;30;9;165;4;25;5;46;4;42;61;-9;3;24,21;2;2,758;2;33;1;10;0;0;0;;;570
49;4;17.10.2024;15;54;31;30;9;131;4;34;6;54;4;29;47;3;3;30,86;3;3,073;2;24;0;10;0;0;0;;;571
33;8;18.10.2024;20;39;33;28;22;57;2;4;3;36;3;38;63;5;3;25,5;3;2,668;2;33;1;10;0;0;0;;;572
43;10;19.10.2024;33;55;51;32;5;127;3;6;4;34;2;38;67;-5;3;23,54;2;2,554;1;34;1;10;0;0;0;;;573
43;10;19.10.2024;33;55;51;32;5;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;25;0;10;0;0;0;;;574
39;3;18.10.2024;16;52;31;31;9;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;24;0;10;0;0;0;;;575
39;3;18.10.2024;16;52;31;31;9;213;3;10;4;29;2;30;31;6;3;28,01;3;2,628;2;22;0;10;0;0;0;;;576
39;3;19.10.2024;16;52;31;31;10;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;25;0;10;0;0;0;;;577
39;3;19.10.2024;16;52;31;31;10;213;3;10;4;29;2;30;31;6;3;28,01;3;2,628;2;23;0;10;0;0;0;;;578
