Message;Real_Risk
Посторонние предметы в (ЦПГ);
"В санитарно-бытовом помещении административного здания «Вахта-80» ВЗИС СРТ (1 этаж; мужской санитарный узел) выявлено отсутствие смывающих средств (мыло туалетное твердое / жидкое): в наличии смывающее средство иного типа (мыло хозяйственное твердое).";
поз.18 нарушена гофра на кабеле КИП (плотномер);
Недостаточный уровень масла в лубрикаторе компрессора ВК-1 ЦРДиМ.;
Подтеки масла в приямках компрессора ВК-1 ЦРДиМ.;
Подтеки масла под лубрикатором компрессора ВК-2 ЦРДиМ.;
Свищ на выходном трубопроводе от насоса Н-2а-2 ЦРДиМ.;
Свищ в дренажной линии ВМР от насосов Н-4а-1-4.;
Не читается бирка на огнетушителе ОПА-100 в ПОРД.;
Не читается бирка на огнетушителе ОПА-100 в ПОРМ.;
Упала защита вентилятора ВХ-1/2 ЦРДиМ.;
Нарушено огрождение вентилятора ВХ-3/4 ЦРДиМ.;
Отсутствует информационная табличка ш.кр. №13.;
Не исправно ограждение вентилятора ВХ-2/6 ЦРДиМ.;
Не исправно ограждение вентилятора ВХ-2/4 ЦРДиМ.;
Отпала табличка с указанием эвакуационного выхода из БППП;
Перегорела лампа аварийного освещения в тамбур шлюзе;
Не вращается штурвал ЗРА №17 в арматурном блоке ПОРМ №1;
Посторонние предметы на площадке нагнетателя ГПА № 723;
Недостаточно освещения в ОД ГПА №721.;
Посторонние предметы на ВХ-2А2;
Наличие кусков металлолома в шкафу ПТПГ №2, 2 очереди ДКС.;
"Нарушена маркировка оборудования ""ВОТ-1"", ГПА №-911.";
Недостаточная освещенность помещения по маршруту обхода вследствие неисправности осветительного прибора. АР-01, Н-2к.1,2;
"Территория ГП коллектор ""сухого"" газа плохо видны обозначения";
ТКРДиМ возле Е-4 пропуск по вентелю на линии воздуха КИПа;
Не работает приточно-вытяжная вентиляция в ТКПГ вследствие самопроизвольного отключения при посадке напряжения в сети (п.3.5.2 чек-лист оператора днг).;
Загромождение пути передвижения персонала в ТКДиМ возле шкафа ДПД (СИЗОД ПШ-1).;
Переходники для пропарки оборудования не убраны в шкаф хранения инвентаря.;
Отсутствует обозначение (открыто-закрыто) на вентиле подачи газа к запальникам печи ППГ1/4;
Возле компрессорной КИПа на полу подтеки дождевой воды;
ППУ-манометр по давлению вышел из строя;
Ослабло крепление доводчика двери отсека нагнетателя;
Приямок каре одоризационной емкости заполнен водой.;
Пункт 2.2.3Посторонние предметы около Р 3/2 В цеху ЦРМ.;
Пункт 3.5.2Отложение пыли и грязи на решетках В-3.;
Пункт 2.1.2Посторонние предметы на наружней территории по маршруту обхода.;
Пункт 3.1.5Низкий уровень масла в картере Н-20/6.;
Знак указывающий высоту компенсатора трубопроводов, между УТЕ и компрессорной, ослабло крепление.;
Недостаточное освещение распредузла б/б ПРГСН;
поз.2 (тамбур) отлетела информационная табличка ответственного за пожарную безопасность;
В ТКПГ в НМ, возле Н-4/2 , на полу масляные пятна.;
Отсутствует освещение в БОА № 913;
Следы масла на полу и в поддоне ОМА.;
"Не закреплён знак безопасности ""курение запрещено""на наружней стенке у двери в ЦПГ со стороны узла подключения ДКС";
Отсутствует табличка держаться за поручни, входная лестница УП-1;
Сломан доводчик двери в блок-боксе одоризации.;
Нарушена целостность ЛКП кр. №-36а.;
Нарушено информационное обозначение принадлежности выходного коллектора КЦ-1;
Неисправен манометр в насосной ГСМ;
Нарушено ЛКП на ЗРА дренажной ёмкости Е-1 №2, ГПА №215.;
Провал тротуарной плитки в районе ГПА №214.;
Посторонние предметы на площадке обслуживания ГФУ после проведения огневой работы.;
Разряжен газоанализатор Ганк-4ех.;
Посторонние предметы на площадке обслуживания Е-208.;
Постронние предметы на полщадке обслуживания Е-205.;
На одной секции забора здания АБК МРУ частично отсутствует ЛКП.;
При отборе проб воздушной среды в производственных помещениях согласно графика отбора проб, была обнаружена микроутечка на 16 т.н. на стойке КИП, ЭКМ предупредительной сигнализации.;
На АВО газа КЦ-1,после проведения покрасочных работ, отсутствует нумерация кранов согласно технологической схемы.;
Постронние предметы на полщадке обслуживания ГПА №724;
Ослабло крепление доводчика двери отсека Двигателя ГПА №715.;
Не достаточное освещение в ОА ГПА №712;
КЦ-1 Т/А 313 отсек автоматики, посторонние предметы.;
КЦ-2 УПТТиГ аппаратная КИПиА, пыль на оборудование.;
На перилах центрального входа здания АБК МРУ имеются заусеницы.;
Посторонние предметы (прокладки и фланцы) ввоздухо заборной камере ВХ-2;
"ГТЭС-24, ОБУ, ЗРП, ВАЗП-1,2. На задних крышках отсутствует знак ""Осторожно электрическое напряжение""";
"Нарушена маркировка ""направление потока среды"" на трубопроводе сброса газа на свечу КЦ-2.";
Не убраны инструменты после проведения работ в ЦПГ;
На лестнице между ощежитием №44 и зданием Поссовета, в направлении от общежития в сторону КСК наклон третьей ступени снизу не соответствует наклону других ступеней. Возможно спотыкание, падение и травмирование людей, передвигающихся по этой лестнице.;
Нарушена целостность ЛКП пандуса на входе в ЗХД.;
Недостаточное освещение арматурного блока А-1/7(ЦПГ);
Нарушина целостность АКП крана № 21;
Посторонние предметы на Е-10/2;
Нарушена целостность ЛКП крана №21;
Стремянка-подмость в ЦРД мешает свободному проходу по маршруту обхода обслуживающего персонала.;
Посторонние предметы на маршруте обхода( хоз.инструмент);
Разряжен газоанализатор СГГ-20 Микро №5936.;
На трубопроводе сброса азота Р=1,0 МПа на свечу, (в районе ГПА №211) плохо читаема табличка с названием линии.;
"На перилах лестничного марша входа в ПЭБ (п.324) сломана табличка ""держись за перила"".";
Не достатаочно освещение в отсеке маслоагрегатов ГПА№123;
Не исправен доводчик двери ОД ГПА №722;
Территория ГП- место работы ППУ сорвало сигнальную ленту;
ТКРДиМ восле Е-3 пропуск воздуза КИПа;
ЗППА концевики на Г101/409,413 не замыкают(недозакрыты);
ПРМ неисправен манометр на 408 куст;
ТКПГне все вентеля САЗ опломбированы;
Посторонние предметы на УТЕ, деревянные паллеты, трубы.;
Недостаточный уровень масла в картере компрессора ВК-1 ЦРДиМ.;
Недостаточный уровень масла в лубрикаторе компрессора ВК-1 ЦРДиМ.;
Посторонние предметы на площадке обслуживания А-1/2 ЦПГ.;
Посторонние предметы на площадке обслуживания А-1/7 ЦПГ.;
Неисправен доводчик двери БППП.;
Посторонние предметы на пути обхода у входа в ЦПГ со стороны ППА.;
Неисправность замка двери (заедание личинки)вход в БПТПГ со стороны СПУ на КЦ-2.;
При движении по тротуару со стороны второго модуля, в направлении здания Инженерно-технического центра, вдоль дороги расположены световые опоры. На пятой опоре по ходу движения от второго модуля, оборвана стяжка, удерживающая кабель. При работах, связанных с покосом травы, работники могут зацепиться сами, либо ее может намотать на инструмент и можно получить травму, так как она находится на уровне травы.;
"В соответствии с п. 26 «Правила противопожарного режима в Российской Федерации» ""Запоры (замки) на дверях эвакуационных выходов из поэтажных коридоров, холлов, фойе, вестибюлей, лестничных клеток, зальных помещений, за исключением объектов защиты, для которых установлен особый режим содержания помещений (охраны, обеспечения безопасности), должны обеспечивать возможность их свободного открывания изнутри без ключа."". Нарушение требований пожарной безопасности, возможные последствия - предложение по пожарной безопасности от инженера ПЧ №4 или статья 20.4. Нарушение требований пожарной безопасности КоАП РФ.";
Оборван провод заземления на датчике давления воды на входе утилизатора ГПА-122.;
Отсутствует обозначение (открыто-закрыто) на задвижке №11 в БПТиИГ.;
Нарушение ЛКП на трубопроводесброса газа на свечу ГПА №426.;
Посторонние предметы в (ЦРД);
Поз.1 (Тамбур) отлетела информационная табличка ответственного за пожарную безопасность.;
Поз.4 За пробка- уловителем 10ПУ-1/1 посторонние предметы (ветошь).;
Не читаема номерация ЗРА №- Г58 на линии подачи газа у ПРГСН от ДКС;
"Поз.10 (Парк хранения метанола)-Повреждение знака безопасности ""Держаться за перила"" на маршевой лестнице.";
Поз.4 Разделитель 10Р-1/3 отпала схема подключения .;
Поврежденная изоляция трубопровода крана № 37-1.;
Здание УМВ. В подсобном помещении электровыключатель соскочил с посадочного места в кабельном канале.;
Не горит лампа аварийного освещения в наполнительном отделении поз. 22.16.;
Дождевая вода на полу ПОРДиМ.;
Сорвана пломба на ПК№3 ЦРДиМ;
Посторонние предметы в ПРМ на ППА, (бочка из под краски, валик, ветошь);
Масляное пятно в здании горячих насосов возле Н-2Г2;
Посторонние предметы на пути прохода к БВП.;
Посторонние предметы на пути прохода к БВС.;
В шкафу дежурного слесаря ЦРДиМ обнаружен сломанный молоток.;
Оторвана пломба шкафа инвентаря аварийного запаса БППП.;
В здании БВС 1 этаж у огнетушителя ОП-8 оторвана бирка.;
В СЭБ в шкафу хранения инвентаря аварийного запаса испорчена бирка на лямочном поясе комплект № 13.;
Подтеки, мусор под задвижкой Д-4 Р-1.1 в ТКДиМ (п.3.2.7 чек-лист оператора днг).;
Не закреплен заземляющий провод корпуса Н-9.1 в ТКДиМ.;
Посторонние предметы (инструмент, прокладки) возле Р-1.2 ТКДиМ (п.2.2.3 чек-лист опертаора днг);
Оторван знак безопасности о малозаметном препятствии на двери тамбур-шлюза ТКПГ (п.2.1.7 чек-лист оператора днг);
Нарушено ЛКП трубопровода подачи газа на ГФУ;
Грязные пятна на полу в ангаре ГПА №917;
Мусор, посторонние предметы в слесарной мастерской п.324.;
На трубопроводе кольцевой линии ДКС в районе ГПА №214 пришла в негодность табличка с названием и направлением транспортируемой среды.;
"Место работы ППУА не обозначено знаком ""Осторожно! Тепловая обработка"" (проезд между АВО газа и ТКДиМ).";
Перегорела лампа аварийного освещения ОД ГПУ №213;
Подтеки воды под насосоми Н-5а в ТКДиМ.;
Нарушено лакокрасочное покрытие поручней площадки обслуживания входа в помещение УП ДКС;
ЕП-1 после проведения газоопасных работ посторонние предметы;
БППП- шкаф САУ УРД- шумит вентелятор охлаждения;
ДЭС 1,2,3-ложное срабатывание открытия двери;
Посторонние предметы на площадке нагнетателя ГПА № 714;
Не исправна опора входной площадки в АБК, риск падения работника.;
Подтеки масла по штоку вентиля дренажной линии компрессора ВК-1 ЦРДиМ.;
Подтеки масла в приямках компрессора ВК-1 ЦРДиМ.;
Подтеки масла в приямках компрессора ВК-2 ЦРДиМ.;
Посторонние предметы на площадке обслуживания Р-1-2 ЦРДиМ.;
При обходе по маршруту, были обнаружены посторонние предметы, пустая тара из под ЛКМ.;
Нарушена целостность ЛКП перил площадок обслуживания кр. №-24, 25.;
ЯГТЭС, Модуль 3, машзал, розетка 12В ГТУ-6, выявлена трещина корпуса розетки.;
На позиции 2.13в в 4 кабинете перегорела лампа ЛБ-18.;
Недостаточный уровень масла в маслобаке маслостанции ППА.;
Отсутстствует бирка на лямочной привязи инв № 3А в БВС.;
Посторонние предметы на площадке перед входом в БВС. Риск падения работника.;
поз.4 10ДР1 слетела крышка с кабельного короба;
поз.84 (Азотная станция) ложное срабатывание кислородного датчика Хоббит (высокая температура в помещении);
Над пожарным гидрантом ПГ-14 на информационной табличке лопнул знак F09.;
На крышке люка канализационного колодца №4 погнута ручка.;
В УТ 1.19 на задвижке №2, и задвижке №3 отсутствуют бирки.;
На пожарно хозяйственном водоводе облетело обозначение вода, отопление (зелёная полоса с цифрами 1.4).;
Неисправен доводчик двери коридора 1 этажа БППП;
На печи ПОРМ 1/5 не крутиться гайка подключения паротушения.;
На теплоспутнике обогрева пож водовода (напротив ГПА-711) не герметична задвижка ДУ-50.;
Нарушено ЛКП перильного ограждения(ППА);
Наличие кусков металлолома на площадке обслуживания АВО 1 очереди ДКС.;
Поз.12 (Насосная метанола).Неплотное прилегание скользящей опоры трубопровода линии нагнетания 40Н-3/1.;
Поз.12 (Насосная метанола).Подтеки масла под насосом 30Н-1/2/;
Поз.120 (Азотная установка).Отсутствует несколько бирок с номером ЗРА.;
Подтеки масла по станине насоса Н-10-8 ЦРДиМ.;
Отломан шланчик распылитель огнетушителя ОП-8 № 24 в УАЛКП.;
Повреждена бирка ОП-8 № 23 в УАЛКП.;
Посторонние предметы на пути обхода возле Е-1-1 УОГ.;
"Отсутствие маркировки ""Открыто""-""Закрыто"" на штурвале ЗРА №162";
Сломан замок на входной двери слесарной мастерской №2.;
Нарушена целостность ЛКП перил площадки обслуживания кр №37;
Нарушено ЛКП на трубопроводе топливного газа на факел;
Нарушено ЛКП свайного основания трубопроводов под галереей у БППП;
Низкое давление в огнетушителе ОП-08 (пульт ГП, ДКС);
Необходимо убрать подтеки масла в приямках компрессора ВК-1 (п.3.1.6 чек-лист оператора днг).;
Компрессорная КИП. Низкий уровень масла в лубрикаторе компрессора ВК-1 (п.3.1.5 чек-лист оператора днг).;
Заблокирована в открытом состоянии дверь в УОК (п.2.2.1 чек-лист оператора днг).;
ТКДиМ УРМ. Отстегнут ствол от пож.рукава в ПК-7 (п.1.7. чек-лист оператора днг).;
Посторонние предметы (мусор) под площадкой обслуживания крана № 1 ГПА № 215.;
Сломан крепёж таблички с номером дренажа крана №6 ГПА №217;
Недостоверные показания (завышает, датчики по месту показывают корректно) Р после 1ст. редуцирования ГСН, Р воздуха КИП на АРМ УРД (п.3.1.1 чек-лист оператора днг).;
Неисправна ТСМ на АВОгаза 9 секция;
Масляные пятна на полу помещения МКЦ-2;
Отсутсвует аварийное освещение в отсеках ГПА-223.;
ТКРДиМ провисание кабелей возле стены напротив К1/2;
На лестничном марше 2 этажа здания ИТЦ не закреплен доводчик двери (висит в дверном проеме), что создает угрозу травмирования головы человека.;
Передвижная электролаборатория S-110. Нарушено крепление аппарата ГИ32/2000 к корпусу лаборатории;
Территория ГП-после работы ППУ подтеки масла;
Поз.4.1. На клеммной коробке КСВ-2№1, посторонний предмет.;
Поз.21. Посторонние предметы.;
Поз.302. Посторонние предметы.;
ТКРДиМ на Р1/А при проведении работ -недостаточно лент ограничения;
Нарушена целостность лкп корпуса привода Г-103 гш 716 ППА;
ТКРДиМ даводчик двери на ВХ-2А сломан;
Не работает лампа освещения на сверлильном станке (БВС);
Не читаемая табличка на тали в компрессорной.;
Низкий уровень масла в картере компрессора ВК-1;
Посторонние предметы возле емкости Е-12 ЦРМ (ключи,ветошь);
Сломан доводчик на двери (вход в сварочный пост);
Оторван профлист на здании УПТ;
Порвана мягкая вставка на вентиляторе в сварочном посту.;
"В соответствии с п. 26 «Правила противопожарного режима в Российской Федерации» ""Запоры (замки) на дверях эвакуационных выходов из поэтажных коридоров, холлов, фойе, вестибюлей, лестничных клеток, зальных помещений, за исключением объектов защиты, для которых установлен особый режим содержания помещений (охраны, обеспечения безопасности), должны обеспечивать возможность их свободного открывания изнутри без ключа."". Нарушение требований пожарной безопасности, возможные последствия - предложение по пожарной безопасности от инженера ПЧ №4 или статья 20.4. Нарушение требований пожарной безопасности КоАП РФ.";
В ЦРД под насосами Н5а лужа воды. Забит дренаж.;
Посторонние предметы в помещении УП КЦ-1;
КЦ-1 УП Перегорела лампа освещения.;
КЦ-2 Т/А 325 Отсек пожаротушения, пыль на технологическом оборудовании.;
Недостаточное освещение, перегорела лампа, арматурный блок ППГ.;
Наличие промывочной жидкости в КШТ ГПА №-917.;
АЦ, канализационная насосная станция. Отсутствует указатель направления вращения эл. двигателя.;
Низкое давление в огнетушителе ОП-08 №379 (апаратная, ДКС);
Неисправна лампа аварийного освещения переходной галереи БППП / ЦРМ;
Неисправна лампа аварийного освещения переходной галереи БППП / ЦРМ;
Посторонние предметы вдоль здания ЦПГ, со стороны входных коллекторов.;
Отсутствует пломба входа в здание блок-бокса насосной метанола.;
Оборван провод заземления на приборе КИП, АВО-1 очереди ДКС.;
Не читаемая табличка на кр.№2 ГПА №722;
Образовалась промоина на кустовой площадке.;
Слетел защитный колпак с конца задавочной линии затрубного пространства скважины 5114;
Слетела бирка с обозначением ЗРА №12 скважины 5033;
Поз.3 (Площадка теплообменников).20Т-1/1 отсутствует бирка с номером ЗРА вход сырого газа.;
Поз.27-Не обозначено мало заметное препятствие на пути передвижения .(линия дренажа).;
Поз.27 Лужа талой воды на входе в помещение (Здание аварийных кранов).;
На площадке складирования металлолома опасно торчит арматура. Риск травмирования работника.;
Износ приводного ремня вентилятора П-1-1 ЦПГ.;
Нарушена изоляция пересного провода удленителя 220 в. Возможно поражение электрическим током.;
Не исправен доводчик двери на первом этаже в БППП.;
При подготовке к выполнению работы в БВС выявлена болгарка с поврежденной изоляцией провода 220в. Риск поражения электрическим током работника.;
Недостаточный уровень масла в Н-4а-2 ЦРДиМ. Возможна поломка оборудования.;
Не закреплен провод заземления электро двигателя Н-10А-3 ЦРДиМ.;
Свищ на дренажном трубопроводе от насосов Н-2а-1,2 ЦРДиМ.;
Посторонние предметы в отсеке вентилятора ВХ-4 ЦРДиМ. Не убрана краска.;
Посторонние предметы в отсеке вентилятора ВХ-5 ЦРДиМ.;
Истек срок годности огнетушителя в блок боксе хранения пропана.;
На входной двери КОС ГП-1, в нарушении требований СТО Газпром добыча Ямбург 3.1-373-2020, отсутствует табличка с указанием наименования объекта, категории пожарной безопасности, применяемых СИЗ.;
КНС-УКПГ (туалет) не работает доводчик входной двери.;
УПТ (2 этаж) На электрозадвижке Э-1 провод питания выступает на пути передвижения оперативного персонала.;
РВС (со стороны УПТ) сломана ручка на входной двери.;
УПТ (2-этаж) неплотное прилегание окон с горизонтальными вентиляционными решётками с глухой створкой (подтекание во время дождя).;
Посторонние предметы в арматурном блоке ПОРД.;
УПТ в насосная Е-4 посторонние предметы (металлолом).;
Неисправен доводчик двери из ЦДМ в переходную галерею до ЦРД.;
Беспорядок в шкафу инструментов операторов (пульт).;
Отсуствует бирка с номером на клапане №32 в компрессорной ЦДиМ.;
Отсутствует бирка с номером на вентиле №4.2 в арматурном блоке ПОРД.;
При входе в блок-бокс редуцирования сломана металлическая просечка входной площадки.;
КНС-ДКС мерцание ламп в помещении приёмной ёмкости.;
Загрязнение и пыль на поверхности вентиляционного оборудования (ЦРД);
УПТ (2-этаж) П-1 отсутствует болт на хомуте крепления трубы к опоре.;
ЦПГ (венткамера) в приточной вентиляции П-1/1 недостаточная натяжка приводных ремней.;
"РВС лестница на 2 этаж пришел в нечитаемый вид информационный знак ""Держитесь за поручни"".";
Под пожарно-хозяйственным водоводом за шламосборником мусор и куски теплоизоляционного материала (стекловаты);
Табличка с наименованием шкафа для слесарного инструмента на КОС-30 ГП-1В нечитаемая из-за износа;
На теплоспутнике обогрева пожарно-хозяйственного водовода ПГ18 не герметичность шарового крана (ДУ15).;
Посторонние предметы в товарном парке УПМТ;
ГТЭС-24: ОБУ АБ-1,2, ГТГ №1-4, ДЭС№1. Необходимо обновить перечень лиц, допущенных к обслуживанию аккумуляторных батарей.;
Разряжен газоанализатор СЕАН-Н № 6062;
Сломана табличка с нумерации Е -1 №2 на ГПА №214.;
Сломан крепёж таблички с датой НВО и ГИ на ВС-1 на ГПА №217.;
Нарушено ЛКП на участке трубопровода подачи ВМР на орошение С-1/4;
Разряжен газоанализатор Сеан.;
Посторонние предметы после проведения огневой работы в УРДиМ.;
Нарушено лакокрасочное покрытие площадки обслуживания входа в МКЦ-2;
Посторонние предметы в УПТИГ;
Бокс ТО 2. Заполнен контейнер для металлолома.;
Бокс ТО 2. Заполнены емкости для отработанных масляных и топливных фильтров.;
Бокс ТО 2. Разболтаны губки тисков на рабочих столах в зоне обслуживания грузовых автомобилей;
Респиратор в шкафу хранения СИЗ неисправен.;
Нарушено лакокрасочное покрытие емкости Е-18 в ЦРМ.;
Неисправен светильник возле Е-18 в ЦРМ.;
Колонка КИП на Газопроводе Шлейфе №320 ПК 42+00. Отклонение от вертикальной оси.;
Поз.54 площадка обслуживания ЗРА В1 посторонние предметы;
КНС 38 оторвано крепление огнетушителя ОП10;
КНС 38 оторвано крепление огнетушителя ОП10;
ПГ 12 оторвана лента обозначающее малозаметное препятствие;
Колонка КИП Газопровода Шлейфа №320 ПК 78+65, отклонение от вертикальной оси.;
ЗППА возле аварийного входа из бетонной плиты торчит арматура;
б/б насосной метанола возле Н3/2(находящегося в ремонте) посторонние предметы;
ПОРДиМ в арматурном блоке хвостовики заглушек не покрашены(частично);
Территория ГП- АВО газа на пускателях неработающих АВО недостаточно табличек обозначения;
Отсутствует нумерация кр. №-7-1 в обвязке ТДА №-1.;
Утечка воды по сальнику вентиля радиатора отопления 2этаж(БППП);
В мужском туалете здания АБК МРУ закончилось средство личной гигиены для мытья рук.;
Переполнены мусором уличные урны.;
Ложное срабатывание газоанализатора (некорректная работа) в складе криогенных продуктов поз.22.17.;
БППП первый этаж, санузел, закончилась паста для смывания загрязнений.;
Неисправна лампа освещения ЦРД 2 этаж, возле К-1/2;
Нарушено целостность ЛКП на ПТПГ №2.В слесарной мастерской №2 на полу возле слесарного стола масляное пятно.;
Оторвана ступенька входной лестницы поз. 82;
Не убрана временная линия для подачи азота при подготовке оборудования к ЭПБ поз. 64;
Поз. 12, Тр50-2 не восстановлена изоляция после проведения ЭПБ;
Вода в каре емкости поз. 23;
Вода в каре ёмкости поз. 28;
"Нарушение ЛКП штатных обтюраторов дренажной линии арматурных блоков сепараторов С1-3;4.";
Разобрана изоляция на трубопроводах поз. 23 после проведения ЭПБ;
Песок на стационарной площадке огневых работ поз. 82;
Просела переходная площадка за поз. 3;
Посторонние предметы на ПОС 5106.;
Нечитаемо обозначение направления вращения штурвала (открыто-закрыто) на ЗРА №15 скважины 5043;
УП, КЦ-1 Перегорела лампа освещения;
Загрязненный пол возле теплообменника Т-3а;
Нарушено лакокрасочное покрытие обвязки насосов Н-2А;
Посторонние предметы в ЦРМ;
Пролив ЛВЖ под эстакадой налива СК;
Не опломбирован импульсный газ в ЗПА на кранах КР-102/1-15.;
Отсутствует табличка М118;
Подтёки масла в ОН ГПА №222;
Не достаточно освещение в ВХ-2 3 этаж;
Нарушено лакокрасочное покрытие площадки заезда в здание ЗХД;
Бокс ТО 2. Загрязнены полы бокса;
Бокс То 2. Неисправность ПК-263 инв.№ 1100000662323. Обрыв питания;
Бокс ТО 2. Въездные ворота №4. Разрушение бетонного покрытия между пандусом и боксом.;
Бокс То 2. Неисправность ПК-263 рег.№036 зав.№ 186. Не опускает вниз.;
Неисправен доводчик двери основного входа в ПЭБ.;
ТКРДиМ Е-4А ВИ-15 ,оставшиеся после демонтажа визуального уровня;
Венткамера ТКРДиМ П1-2 повышенная вибрация;
Территория ГП- ГГУ блок управления кранов КИПа (ящик) повреждено заземление;
БППП-раздевалка не работает выключатель освещения;
поз.6 (ПГ-1) посторонние предметы (банка со смазкой) на площадке обслуживания;
"Нарушена целостность информ. таблички ""Держись за перила"", на входе в ГПА №-913.";
Отсутствует табличка названия помещения «Печи огневой регенерации ДЭГа и метанола» на ПОРДиМ;
Выцвели информационные таблички на приборах КИП с указанием измеряемых параметров на бортовых фильтрах ГПУ-114.;
Повреждено крепление металлических листов перехода лотка ливневой канализации возле КТП АВОг КЦ-2.;
"У замка внутренней двери отсутствует возможность свободного открывания изнутри без ключа. В соответствии с п. 26 «Правила противопожарного режима в Российской Федерации» ""Запоры (замки) на дверях эвакуационных выходов из поэтажных коридоров, холлов, фойе, вестибюлей, лестничных клеток, зальных помещений, за исключением объектов защиты, для которых установлен особый режим содержания помещений (охраны, обеспечения безопасности), должны обеспечивать возможность их свободного открывания изнутри без ключа."". Нарушение требований пожарной безопасности, возможные последствия - предложение по пожарной безопасности от инженера ПЧ №4 или статья 20.4. Нарушение требований пожарной безопасности КоАП РФ.";
поз.18 (УУК) не опломбированы датчики КИП после монтажа;
Нарушена целлостноть ЛКП трубопровода линии подачи метанола на СНС.;
УОГ-ослаблены хомоты крепления трубопроводов на выкмде Н1/2;
"Пожарный кран - 1 , пожарный рукав после переребровки, отсуствует табличка ""даты переребровки"".";
"Пожарный кран - 9, пожарный рукав после переребровки, отсуствует табличка ""даты переребровки"".";
"Пожарный кран - 11 , пожарный рукав после переребровки, отсуствует табличка ""даты переребровки"".";
"Пожарный кран - 3 , пожарный рукав после переребровки, отсуствует табличка ""даты переребровки"".";
"Пожарный кран - 5 , пожарный рукав после переребровки, отсуствует табличка ""даты переребровки"".";
Посторонние предметы в УОГ;
Нарушено лакокрасочное покрытие обвязки насоса Н-1 в УОГ;
Отсутствует нумерация задвижки обвязки насоса Н-1 в УОГ;
ДЭС-6 база ОРС недостаточно закреплен светильник наружного освещения входной двери;
Проворачивается маховик на ПК-8 в ТКДиМ (УРМ) (п.1.8 чек-лист оператора днг).;
Нарушено лакокрасочное покрытие кожуха наружных пусковых устройств пожаротушения (вход в ТКДиМ УРМ);
На КОС ГП-1 не соблюдается требование СТО Газпром добыча Ямбург 3.1-373-2020 Приложение Д, а именно: На входном лестничном марше не обозначены перепады высот сигнальной разметкой.;
Не закреплен фиксирующий хомут трубопровода по выходу с Р-1а в ТКДиМ (п.3.3.3 чек-лист оператора днг).;
На люк-лазе емкости Е-4а в ТКДиМ часть шпилек имеет запас прочности по резьбе менее одного витка.;
Нарушена целостность лкп перильного ограждения площадки обслуживания кранов УВШ 713.;
Отломана петля на двери в армотурный блок УТС ГПА №721.;
Нарушена целостность ЛКП ограждения площадок обслуживания на ГПА-222.;
Неисправность работы доводчика дверей в галерее (ЦПГ);
Разряжен газоанализатор СЕАН-Н № 6065;
Посторонние предметы (гаечные ключи) на станине насоса Н-7/1 в ЦРДиМ;
Банка с краской на воздуховоде приточной вентиляции в ЦРД.;
