Message;Real Risk
Недостаточное освещение в отсеке двигателя на ГПА № 414;Низкий
Недостаточное освещение в отсеке маслоагрегатов на Т/А№123.;Низкий
Недостаточное освещение в отсеке нагнетателя Т/А № 112.;Низкий
Недостаточное освещение в отсеке нагнетателя Т/А №111.;Низкий
Недостаточное освещение в отсеке нагнетателя т/а№323;Низкий
Недостаточное освещение в отсеке ОМА ГПУ№511.;Низкий
Недостаточное освещение в отсеке пожаротушения на Т/А №112.;Низкий
Недостаточное освещение в отсеке пожаротушения на Т/А №114.;Низкий
Недостаточное освещение в отсеке ЦБН т/а 611.;Низкий
Недостаточное освещение в помещении №102 УОГ.;Низкий
Недостаточное освещение в помещении БОА ГПА№917.;Низкий
Недостаточное освещение в помещении Маслохозяйства ДКС.;Низкий
Недостаточное освещение в помещении насосной маслохозяйства.;Низкий
Недостаточное освещение в помещении насосной маслохозяйства.;Низкий
Недостаточное освещение в помещении отсека нагнетателя ГПА№-224;Низкий
Недостаточное освещение в помещении УОК.;Низкий
Недостаточное освещение в помещении УП ДКС-1;Низкий
Недостаточное освещение в раздевалке;Низкий
Недостаточное освещение в районе Р-1/2 (перегорела лампа в светильнике №78).;Низкий
Недостаточное освещение в РВС;Низкий
Недостаточное освещение в слесарной мастерской. Перегорели лампы. Риск получить травму.;Низкий
Недостаточное освещение в тамбуре ЦПГ;Низкий
Недостаточное освещение в ТКПГ возле А-1/9;Низкий
Недостаточное освещение в УПТ;Низкий
"Недостаточное освещение здания БППП; Подъем на второй этаж (пульт).";Низкий
Недостаточное освещение на АР-02;Низкий
Недостаточное освещение на входе в насосную склада ГСМ.;Низкий
Недостаточное освещение на выходе со слесарной мастерской.;Низкий
Недостаточное освещение на модуле арм бл 2 (К1.2);Низкий
Недостаточное освещение на первом этаже БППП;Низкий
Недостаточное освещение на узле подключения ДКС.;Низкий
Недостаточное освещение на УОГ.;Низкий
Недостаточное освещение на УП ДКС.;Низкий
Недостаточное освещение над верстаком в здании БВП (перегорела лампочка);Низкий
Недостаточное освещение над Е-7 (технологический корпус);Низкий
Недостаточное освещение отсека маслохозяйства;Низкий
Недостаточное освещение переходной галереи ЦРМ;Низкий
Недостаточное освещение площадки арматурного блока С1-2 ( стробоскопический эффект LED лампы ).;Низкий
Недостаточное освещение под КШТ ГПА №224;Низкий
Недостаточное освещение под КШТ, ГПА №713.;Низкий
Недостаточное освещение под КШТ, ГПА №714.;Низкий
Недостаточное освещение рабочего места в помещении маслохозяйства ДКС.;Низкий
Недостаточное освещение рабочего места дежурной смены (комната машинистов Т/К) в ПЭБ.;Низкий
Недостаточное освещение ЦРДиМ;Низкий
"Недостаточное освещенность ""БОА"" ГПА№917.";Низкий
Недостоверные показатели перепада на К-401/2 в УРДиМ.;Низкий
"Незакреплена эвакуационная табличка ""Выход"" на двери в ангаре ГПА № 914.";Низкий
Неисправен гаечный ключ.;Низкий
Неисправен датчик загазованности ОН ГПА-№-215;Низкий
Неисправен дверной замок в топочной ПОРМ-1/1.;Низкий
Неисправен дверной замок входной двери блок-бокса ДЭГа и метанола.;Низкий
Неисправен дверной замок входной двери УОГ.;Низкий
Неисправен доводчик в БМА ГПА 723.;Низкий
Неисправен доводчик в переходной галлерее ЦПГ;Низкий
Неисправен доводчик двери (вход в тамбур);Низкий
Неисправен доводчик двери (вход в тамбур);Низкий
Неисправен доводчик двери (вход в тамбур);Низкий
Неисправен доводчик двери в насосной склада масел КЦ-1;Низкий
Неисправен доводчик двери в ОД, ГПА №725;Низкий
Неисправен доводчик двери в Отсек двигателя ГПА-№-215.;Низкий
Неисправен доводчик двери в печное отделение печи П-1а/2.;Низкий
Неисправен доводчик двери в ЦРМ.;Низкий
Неисправен доводчик двери на входе в ЦРД;Низкий
Неисправен доводчик двери на вхоже в ТКПГ, район А-1/1.;Низкий
Неисправен доводчик двери переходной галереи БППП;Низкий
Неисправен доводчик двери,северного входа в ангар ГПА№914.;Низкий
Неисправен доводчик на дери БППП 2 этаж пульт;Низкий
Неисправен доводчик на противопожарной двери центрального коридора первого этажа базы ЛЭС.;Низкий
Неисправен замок входной двери здания ремонта инклинометров.;Низкий
Неисправен замок двери в ОН-222 КЦ-2;Низкий
Неисправен манометр АВОгаза (2оч) 5 секция;Низкий
Неисправен манометр на СПУ-2;Низкий
Неисправен шаровый кран подачи водоснабжения БППП;Низкий
Неисправеость доводчика двери, вход на пульт (БППП);Низкий
Неисправна дверная ручка в переходной галерее ЦРМ;Низкий
Неисправна дверная ручка в тамбуре ЦПГ;Низкий
Неисправна лампа аварийного освещения (прерывистое свечение, мерзание), 2й этаж (раздевалка) БППП;Низкий
Неисправна ручка двери в ОД ГПА №223;Низкий
Неисправна ручка двери входа в ЦРМ (со стороны переходной галереи БППП);Низкий
Неисправна ручка открывания окна в мастерской УТОБТДА в балансировочном участке;Низкий
Неисправна система отвода воды насосного оборудования КНС №1 здания АБК ЛЭС. Посторонние шумы, вибрация насоса. В случае отказа насосного оборудования возможен застой системы, размарозка трубопроводной арматуры.;Низкий
Неисправна табличка обозначения ш.кр.№24;Низкий
Неисправно аварийное освещение в БППП;Низкий
Неисправно аварийное освещение в помещении приточки П-1 поз.7;Низкий
Неисправно аварийное освещение на пульту БППП;Низкий
Неисправно аварийное освещение поз. 86;Низкий
Неисправно запорное устройство (замок) входных дверей в блок СВО ГПА № 915.;Низкий
Неисправно освещение в тамбуре АБК.;Низкий
Неисправно освещение лестничной площадки на улице ( выход из ТКПГ на зону В );Низкий
Неисправно освещение указателя аварийного выхода БППП.;Низкий
Неисправно работает доводчик на входе 1;Низкий
Неисправность доводчика двери (ст.8, п. 88 ФЗ-123);Низкий
Неисправность манометра давления газа перед КРЛ-2р\1;Низкий
Неисправность механизма самозакрывания входной двери (доводчика) (ст. 88 ФЗ № 123);Низкий
Неисправность работы доводчка двери в УПТИГ КЦ-1.;Низкий
Неисправность устройства плавного открывания двери здания АБК. При внезапном порыве ветра возможен срыв двери и травмирования работника.;Низкий
Неисправны жалюзи в ВХ-4;Низкий
Неисправны жалюзи ВХ-3.;Низкий
Неисправный инструмент, захламление в инструментальном шкафу слесарей кип;Низкий
Неиспранен распылитель ОП-8 в ЗАТИПГ ГПА-№-221;Низкий
Неиспрано крепление вертикального удержания спинки стула в мастерской РММ ЛЭС. Риск опрокидывания со стула с возможностью получения ушиба или травмы.;Средний
Необходимо очистить от сосулек козырек крыши бокса стоянки легковых автомобилей.;Средний
Неотрегулирован доводчик двери в галерее тех корпуса;Низкий
Неплотное прилегание входной двери в цех регенерации ДЭГа поз. 5;Низкий
Неплотное прилегание входной двери в цех регенерации ДЭГа поз. 5;Низкий
Неплотное прилегание скользящей опоры на метанольной линии скважины 511.3.;Низкий
"Неправильно нанесено направление ""открыто-закрыто"" на вентиле Ф421";Низкий
Неработоспособно аварийное освещение в тамбур-шлюзе на входе в ангар ГПА № 916.;Низкий
Несоответствие информационных показаний средств КИПиА - температура наружнего воздуха на УОГ.;Низкий
Несоответствие нумерации согласно схеме Д 205.1.;Низкий
Нет аварийного освещения в тамбуре УПТИГ;Низкий
Нет в наличии и не выдаются защитные очки для работников!;Средний
Нет информационной таблички у задвижки на арм блоке 9-ой нитки;Низкий
Нет маркировки выключателя освещения лестничной площадки входа№-1 ЦРД;Низкий
Нет маркировки на выключателях освещения б/б красок.;Низкий
Нет маркировки на кнопках включения освещения б/б КИП и б/б редуцирования.;Низкий
Нет обозначения задвижки на входе на насос 30Н3-!/2 поз.7(7Z17.1.2);Низкий
Нет освещения в тамбуре БПТПГ КЦ-1;Низкий
Нет освещения в тамбуре туалета;Низкий
Нет освещения в тамбур-шлюзе, поз.4;Низкий
Нет освещения во всаскамере ГПА №612.;Низкий
Нет освещения на запасном выходе с ПЭБА.;Низкий
Нет освещения над запасным выходом с УПТИГа-1оч.;Низкий
Нет подхода к пожарной кнопки возле коллекторая сухого газа.;Низкий
Нет противоскользящих полос на полу входов в РУ-313, 552ТП-8, РУ-324.1;Средний
"Нечитаем плакат ""Стой Напряжение"" на входе в техподполье позиции 85.";Низкий
"Нечитаема информационная табличка- ""Держитесь за перила при передвижении по лестницам, площадкам обслуживания, переходным мостикам"". Обледение.";Низкий
Нечитаемая надпись направления вращения штурвала крана Г101.1-2;Низкий
Нечитаемость бирки квартальной проверки средств пожаротушения на огнетушителе ОУ-10 в БЭТ ЭГ-6000 №3.;Низкий
Нечитаемые технологические схемы в блоках СВО ГПА № 911-917.;Низкий
Нижняя ступень всех лестниц МКУ-510 сделаны из гладкого металла на морзе образуется наледь, очень скользкая.;Средний
Низкий уровень заряда аккумулятора газоанализатора СГГ-20 микро на пульту ДКС.;Низкий
Низкий уровень заряда аккумуляторной батареи газоанализатора Drager н апульту ДКС.;Низкий
Низкий уровень масла в картерах подшипников Н-20/1;Низкий
Низкий уровень масла в маслобаке двигателя ГПУ №212.;Низкий
Низкий уровень масла в маслобаке двигателя ГПУ №212.;Низкий
Низкий уровень масла в МБД-ГПА-211;Низкий
Низкий уровень МБД т\а-212;Низкий
Низкое давление в огнетушителе в здании ЗАТИПГ ГПА-224;Низкий
Низкое давление в огнетушителе ОП-8 в здании маслохозяйства КЦ-№-1;Низкий
Низкое давление в огнетушителе ОП-8 в Отсеке Нагнетателя ГПА-№-215;Низкий
НМ, отсутствует освещение в тамбуре насосной метанола.;Низкий
НМ, подтеки масла под Н-6.2;Низкий
Обледеневшие ступени, лестничная площадка перед центральным входом в БВП.;Средний
Обледенели ступеньки на выходе с ЦПГ со стороны АВО.;Средний
Обледенение входной двери в цех узла замера конденсата, вследствие чего не полное закрытие двери.;Низкий
Обледенение входных маршевых лестниц и перил здания РММ. Скользкая, травмоопасная поверхность.;Средний
Обледенение дверного проема аварийного выходо ТКПГ, вследствии чего затруднено открытие двери .;Низкий
Обледенение дефлектора на вытяжной трубе ПТПГ-3.Сломана ручка на входной двери слесарной мастерской №2.;Низкий
Обледенение козырька ДЭС-3,4.;Средний
Обледенение маршевой лестницы возле Е-9;Средний
Обледенение маршевой лестницы ТКРДиМ 2-й этаж, выход со стороны Н-6х насосов;Средний
Обледенение площадки входа со стороны емкости Е-104, риск травмирования работников;Средний
Обледенение площадки перед входом в БППП.;Средний
Обледенение площадки подхода к складу огнетушителей, риск травмирования работников.;Средний
Обледенение по пути передвижения от КПП до ДКС. Риск падения работника.;Средний
Обледенение подхода к лестничному маршу КПП.;Средний
Обледенение путей передвижения от АБК до БППП.;Средний
Обледенение путей передвижения от БППП до БВП.;Средний
Обледенение путей передвижения от операторной до галереи ППА.;Средний
Обледенение путей передвижения по маршруту обхода на УППГ. Риск травмирования работника.;Средний
Обледенение пути передвижения по территории ГП от проходной до ПЭБ ДКС 1 оч. Необходимо посыпать песком;Средний
Обледенение ручки управления крана №1 на ГПА № 621 ДКС.;Низкий
Обледенение ступеней лестницы входа в УЗГ. Возможно падение работников.;Средний
Обледенение ступеней лестницы выхода Узла подключения ДКС. Возможно падение работников.;Средний
Обледенение ступеней лестницы выхода УОК. Возможно падение работников.;Средний
Обледенение ступеней площадки входа в операторную,галерею ППА и УЗГ.;Средний
Обледенение ступеней эвакуационной лестницы ЦРДиМ. Риск травмирования работника при падении.;Средний
Обледенение ступенек двух площадок входа в здание БППП.;Средний
Обледенение участка дорожного покрытия перед входом в ЦПГ. Вероятность травмирования работника при падении.;Средний
Обледенения на козырьках 13ТП-21, 13ТП-22;Средний
Облединение ступеней при подъеме на площадку обслуживания ГПА№524.;Средний
Обмерз отбор на монометр седьмой секции АВО КЦ1;Низкий
Обмерз шаровый кран импульсного газа 6-го крана ГПА724.;Низкий
Обнаружен провис кабеля на эстакаде между ГПА 125 и ГПА-126;Низкий
Обнаружен скользкий участок возле остановки вахтового транспорта МРУ;Средний
Обнаружена трещина сварного шва сидения стула.;Низкий
Обнаружены свисание сосулек с крыши над входом в БППП.;Средний
Оборван заземляющий поводок эл.двигателя вентилятора П2/1 в венткамере насосной метанола.;Средний
Оборван заземляющий провод на двигателе вентилятора АВ-1.;Средний
Оборван заземляющий проводник на дверце СКЗ №221 УКПГ-2С;Средний
Оборвана табличка с указанием НВО, ГИ и срока службы ВХ-1/2.;Низкий
оборванно заземление на электродвигателе насоса Н4А/2;Средний
Оборвано заземление на вытяжном вентиляторе В-1 в БПТГ КЦ-2.;Средний
Оборвано крепление информационной таблички с измеряемыми параметрами на приборе КИП в УОГ С1/5.;Низкий
Оборваны заземляющие поводки электро двигателя ВХ-2 ЦРД;Средний
Образовалась ледяная корка и сосули на просечном листе лестничном пролете аварийного выхода ТКРД со стороны АВО газа. Возможно падение работника на лестничном пролеле.;Средний
Образовалась наледь на вертикальной пожарной лестницы насосной метанола.;Средний
Образовалась наледь на входе в здание АБК РЭЦ.;Средний
Образовалась наледь на лопостях АВО-газа 5.1. (Возможно получение травмы.);Низкий
Образовалась наледь на перилах лестницы насосная метанола;Низкий
Образовалась наледь на перилах лестницы технологической насосной поз.14;Средний
Образовалась скользкая поверхность путей передвижения после работы снегоуборочной техники на территори УКПГ-4. Риск падения работника при передвижении по территории;Средний
Образовались снежные шапки над входными дверями 15ТП-1 и 15ТП-2;Низкий
Образовалось наледь на козырьке вхлдной выходной группы ЦРМ со стороны АВО-газа.;Средний
Образовалось наледь на перилах обслуживания ПГ-6 ЗПА.;Низкий
Образование ледяных наростов на крыше АСППТ, обледенение маршевой лестницы на входе. Риск падения и травмирования работников;Средний
Образование ледяных наростов на крыше здания над входом со стороны Е-104, риск травмирования работников;Средний
Образование ледяных наростов на крыше сварочного поста БВП;Средний
Образование на крыше наледи над входом в помещение;Средний
Образование наледи на входе в производственное помещение базы Лэс.;Средний
Образование наледи на лестнице вход в ТКПГ (со стороны ПРГСН). Риск падения работников;Средний
Образование наледи на лестничных маршах объекта КАДС.;Средний
Образование наледи на площадках обслуживания дизельных электростанций.;Средний
Образование наледи на площадке приемки и выдачи баллонов наполнительной станции поз.22.16.;Средний
Образование наледи на подходах к маршрутным лестницам со стороны Цеха подготовки газа 1 очереди;Средний
Образование наледи на ступеньках маршевой лестницы поз. 18. Данное нарушение может повлечь к травмированию работников.;Средний
Образование наледи на ступенях лестницы центрального входа здания АБК МРУ поз 9.18.;Средний
Образование наледи на ступенях лестницы центрального входа здания АБК МРУ поз 9.18.;Средний
Образование наледи перед входом в поз. 77.;Средний
Образование наледи перед входом в поз.38.;Средний
Образование наледи перед подходом в поз. 22.16;Средний
Образование наледи со стороны ГПА-111. Возможно падения работника с рисками травмирования.;Средний
Образование сосулек на крыше наполнительного отделения поз.22.16.;Средний
Образование сосулек на крыше отсека УТ ГПА№524;Средний
Образование сосулек, наледи на крыше ГПА;Средний
Обрыв провода заземления на клапане электромагнитном КЭ1 маслосистемы двигателя.;Средний
Обход станций СКЗ. ПК-92. Обрыв заземления на дверце станции катодной защиты.;Средний
Обход станций. УКЗ 719 куст Тула. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Заметены входные двери. Отсутствие уличного освещения над входом в станцию.;Средний
Обход станций. УКЗ ПК-108 Тула. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Снег перед входом на станцию. Отсутствие одного диэлектрического коврика перед СКЗ№1;Средний
Обход станций. УКЗ ПК-141 Тула. Обледенение подходных ступенек, снег перед входной дверью (риск падения работника).;Средний
Обход станций. УКЗ ПК-172 Анерьяха. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Снег перед входом на станцию. Нестабильно работает выключатель освещения перед входом на станцию. Заметены ворота;Средний
Обход станций. УКЗ ПК-172 Елец. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Снег перед входом на станцию.;Средний
Обход станций. УКЗ ПК-31 Тула. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Снег перед входом на станцию;Средний
Обход станций. УКЗ ПК-352 Елец. Наличие снега и наледи на козырьке (риск падения наледи со снегом на работника при потеплении). Снег и наледь перед входом на станцию. Необходима замена диэлектрического коврика перед СКЗ№1. Отсутствие наименования напряжения над розеткой;Средний
Обход станций. УКЗ ПК-70 Анерьяха. Снег перед входом на станцию. Заметены ворота;Низкий
Обход станций. УКЗ ПК-92 Елец. Наличие снега и наледи на подъёмных ступеньках и пандусе (риск получения травмы работника при падении). Следует заменить однолинейную схему в СКЗ №2;Средний
"Общественная аккумуляторная.
Нарушена тепловая изоляция распределительного узла.";Низкий
"Общественная аккумуляторная.
Повреждена защитная сетка вытяжного вент В-3.";Низкий
"Общественная аккумуляторная.
Утечка теплоносителя по автоматическому воздухоотводчику АВ-2.";Низкий
"Объединенный вспомогательный корпус
Коридор ПК-1, ПК-2, ПК-3 не перемотаны пожарные рукава.";Низкий
"Объединенный вспомогательный корпус
Пункт приема пищи
Отсутсвует термоголовка на регисторе отопления";Низкий
"Объединенный вспомогательный корпус
Тамбур центрального входа неиспользуемый выключатель для тепловой завесы";Низкий
Огнетушитель убран из под знака обозначения огнетушителя в насосной метанола (УППГ-3В);Низкий
"Около ""Т""-образного перекрестка, между пешеходным переходом и входом на территорию ""Заполярного цеха связи"" на пути передвижения торчит кусок металла. Возможна реализация рисков спотыкания работников и повреждения колес транспортных средств.";Средний
Опасный снежный навес на козырьке входа/выхода ЗПА .;Низкий
Опасный снежный навес на козырьке входа/выхода с УЗГ.;Средний
Опасный снежный навес на козырьке здания УЗГ. Возможно травмирование дежурного персонала.;Средний
"ОРУ-110кВ га ограждении выцвел знак ""Осторожно электрическое напряжени""";Низкий
Ослаб крепеж доводчика двери ЦБН т/а614.;Низкий
Ослаб крепеж заземляющего кабеля насоса Н-2 МКЦ-2 ДКС.;Низкий
Ослаб хомут крепления линии выкида насоса Н10А-1 (УППГ-3В);Низкий
Ослаб хомут крепления трубопровода на выкиде насоса Н-1М (УППГ-3В);Низкий
Ослаблен крепеж заземляющего кабеля к корпусу В-1 в насосной ДЭГа и метанола.;Низкий
Ослаблен крепеж заземляющего кабеля корпуса насоса Н-3 УОГ.;Низкий
"Ослаблен крепеж заземляющего кабеля прибора КИПиА ""Метран"" на С-1/5 УОГа.";Низкий
Ослаблен крепеж фиксирующего хомута к опоре дренажного трубопровода Ду25 насоса Н-3Б ЦРМ.;Низкий
Ослаблен крепёж фиксирующего хомута к опоре на линии выхода ВМР из С/1-14;Низкий
Ослабление крепления держателя электрода на переносном сварочном аппарате.;Низкий
Ослаблено болтовое соединение на защитной решетке вентелятора АВО газа №6, секция №5.;Низкий
Ослабло заземление на приборе КИП С1/15 в УОГ.;Низкий
Ослабло крепление доводчика к двери при входе в ЦРМ со стороны АВО газа;Низкий
Ослабло крепление заземления сигнализатора двери КШТ ГПА №226;Низкий
Ослабло крепление элементов взрывозащиты на приборе КИП в УОГ С1/11.;Низкий
Остатки окажушки на ППА. Напротив КГС №508;Низкий
От вибрации слетела гофра пылеуловителя с заточного станка в помещении мастерской МРУ.;Низкий
Отвалилась инф. табличка Р1а;Низкий
Отвалы снега перед входами к зданиям КЦ-1 после работы снегоуборочной техники.;Низкий
Отказ датчиков температуры технологических ниток № 3,4,5.;Низкий
Отклеилась противоскользящая лента на лестнице в ЦРД, образовав неровность поверхности. Возможность падения работника на лестничном марше.;Средний
Открыт один элемент жалюзи отсека МОД ГПУ№511;Низкий
Открыты технологические окна после экспертизы по толщинометрии на скв.505.3.;Низкий
Отлетела информационная табличка на входе в цех УПГ;Низкий
Отложение пыли и грязи на решетках В-5;Низкий
Оторвана нижняя петля от дверного полотна входного двери ЗПА. В случае падения дверного полотна существует вероятность получения травмы.;Средний
Оторвана пломба изменения уставок на ДМ-2005.;Низкий
Оторвана пломба шкафа хранения аварийного запаса СИЗОД.;Низкий
Оторвано опломбирование устройства для изменения уставок на электроконтактном манометре в насосной метанола насос Н-3.;Низкий
Оторвано опломбирование устройства для изменения уставок на электроконтактном манометре в УЗГ.;Низкий
Отпала информационная табличка 10% загазованность, на свето-звуковом информационном щите перед здвнием ЗАПТГ ГПА№523.;Низкий
"Отпала табличка ""не открывать"" с кр.№6 ГПА№526 (ГПА в ремонте)";Низкий
Отпала технологическая схема в помещении емкостного оборудования, поз. 41;Низкий
"Отсек двигателя ГТУ №7.
Повреждена тепловая изоляция контрольных кабелей СТ-20";Низкий
Отсек нагнетателя с торца в верхней части ВВОН-1 деформированы элементы жалюзей;Низкий
"Отсуствует знак ""автобусной"" остановки для посадки и высвадки пасажиров перед проходой ГП.";Низкий
Отсуствует информационная табличка на задвижке в арматурном блоке колонны К-1/2;Низкий
Отсуствуют ручки байпасных кранов БТДА;Низкий
Отсутвует табличка на угловом вентиле. М 121.1-10.;Низкий
Отсутсвует ифнормационная табличка на ЗРА;Низкий
Отсутсвует обозначение обратных клапанов выкидных линий насосов метанола Н-1.;Низкий
Отсутсвует освещение в тамбур шлюзе УПГ. Опасность получения травмы;Низкий
Отсутсвует табличка обозначения крана Г110, упала (УППГ-3В);Низкий
Отсутсвуют порядковые обозначения кранов Г-101 на ППА.;Низкий
Отсутствие бирки на напоромере на подаче воздуха в котел;Низкий
Отсутствие сигналных обозначений на лестнице в ЦРМ;Низкий
Отсутствие таблички с наименованием измеряемого параметра на датчике давления холодной воды;Низкий
Отсутствует 1 болт крепления ветрозащитного экрана АВОМД ГПА№521;Низкий
Отсутствует аварийное и дежурное освещение в БМА на ГПА-16 ст.№224.;Низкий
Отсутствует аварийное освещение (перегорела лампа) в блоке управления УПИГ КЦ-2.;Низкий
Отсутствует аварийное освещение в арматурном блоке печей огневой регенерации ДЭГа.;Низкий
Отсутствует аварийное освещение в ОМА на ГПА № 612.;Низкий
Отсутствует аварийное освещение в ОН ГПУ №215 (перегорели лампы);Низкий
Отсутствует аварийное освещение в СВО №917;Низкий
отсутствует аварийное освещение в тамбуре СЭБ;Низкий
Отсутствует аварийное освещение в тамбуре ЦПГ.;Низкий
Отсутствует аварийное освещение в ЦПГ арматурный блок А-1.2;Низкий
Отсутствует аварийное освещение возле Е-4 в ЦРД.;Низкий
Отсутствует антигололедная обработка лестницы площадки обслуживания БСПУ.;Средний
Отсутствует антигололедная обработка подхода к лестнице МКЦ-1.;Средний
Отсутствует антигололедная обработка подхода к лестнице УПТИГ.;Средний
Отсутствует антигололедное покрытие перед ЦРД;Низкий
Отсутствует антигололедное средство на подходах к зданию ПЭБ.;Средний
Отсутствует антигололедное средство перед лестницей ПЭБ;Средний
Отсутствует атмосферная крышка от осадков МКП на скв.502.6.;Низкий
Отсутствует бирка адреса подключения на модуле когммутации кран балки позиции 31.;Низкий
Отсутствует бирка адреса подключения на шкафу управления АВО позиция 31.;Низкий
Отсутствует заземление ЭПУУ шлейфа 508;Средний
Отсутствует защитный кожух на насосе Н-8А . Существует опасность получения травмы о вращающуюся часть насоса.;Средний
"Отсутствует знак ""Пожарная лестница"" на пожарной лестнице печей огневой регенерации ДЭга";Низкий
Отсутствует знак безопасности на входе в ГПА№911.;Низкий
Отсутствует информационная бирка на манометре дренажной линии насоса Н-12.;Низкий
Отсутствует информационная табличка на входе в цех;Низкий
Отсутствует информационная табличка на входе в цех;Низкий
Отсутствует информационная табличка на двери ОН ГПА 726 .;Низкий
Отсутствует информационная табличка на задвижке;Низкий
Отсутствует информационная табличка на позиции: «Температура топливного газа» на ГПА-124;Низкий
Отсутствует информационная табличка на приборе на позиции: «Перепад давления масло-газ» на ГПА-125;Низкий
Отсутствует информационная табличка на приборе с указанием измеряемых параметров ГПУ-113 давление воздуха после РДВ.;Низкий
Отсутствует информационная табличка ответственных за противопожарное состояние на входе в БПТПГ КЦ-2.;Низкий
Отсутствует информационная табличка с маркой гидрожидкости в приводе шарового крана.;Низкий
Отсутствует информационная табличкана задвижке Д205.6;Низкий
Отсутствует информация о транспортируемом продукте на трубопроводе обвязки емкости Е-8.;Низкий
Отсутствует колпак на конце ЗЛЗП скважины 509.7.;Низкий
Отсутствует колпак на конце ЗЛЗП скважины 512.4.;Низкий
Отсутствует колпак на концеЗЛЗП скв. 510.2.;Низкий
Отсутствует красная метка на манометре давления газа в ФС-2, УПТИГ-1 очереди ДКС.;Низкий
